record_id,record_type,entity_id,metric_id,category_id,value,unit,currency,scale,as_of_date,period_start,period_end,period_type,frequency,classification,source_type,source_name,page_table,provider,retrieved_date,book_of_record,return_method,gross_net,valuation_status,benchmark_id,method_id,quality_status,note,schema_version,entered_by,reviewed_by,review_status
REC-0011,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0131,%,USD,1,2025-07-31,2025-07-01,2025-07-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0012,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,-0.002637,%,USD,1,2025-07-31,2025-07-01,2025-07-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0013,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0285,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0014,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0022,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0015,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.007,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0016,monthly_return,DEMO-OPEB,net_return_m,RRM,-0.0063,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0017,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,-0.0018,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0018,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0019,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.01255551678,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0020,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.037,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0021,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,-0.0011,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0022,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0091,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0023,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0065,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0024,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.015967,%,USD,1,2025-08-31,2025-08-01,2025-08-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0025,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.06,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0026,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.017,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0027,monthly_return,DEMO-OPEB,net_return_m,RAIH,-0.0036,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0028,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0028,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0029,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,-0.0016,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0030,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0031,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.03042591735,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0032,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0662,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0033,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0156,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0034,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,-0.0023,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0035,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.0025,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0036,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.032637,%,USD,1,2025-09-30,2025-09-01,2025-09-30,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0037,monthly_return,DEMO-OPEB,net_return_m,GROWTH,-0.0181,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0038,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0061,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0039,monthly_return,DEMO-OPEB,net_return_m,RAIH,-0.0078,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0040,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0018,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0041,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0056,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0042,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0043,monthly_return,DEMO-OPEB,net_return_m,TOTAL,-0.008115227975,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0044,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,-0.0134,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0045,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0049,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0046,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,-0.0096,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0047,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.009,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0048,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,-0.004154,%,USD,1,2025-10-31,2025-10-01,2025-10-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0049,monthly_return,DEMO-OPEB,net_return_m,GROWTH,0.0089,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0050,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0157,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0051,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0129,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0052,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0084,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0053,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0083,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0054,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0055,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.01034144512,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0056,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,0.0091,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0057,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.0064,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0058,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.016,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0059,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,0.0081,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0060,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.009305,%,USD,1,2025-11-30,2025-11-01,2025-11-30,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0061,monthly_return,DEMO-OPEB,net_return_m,GROWTH,-0.0002,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0062,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0145,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0063,monthly_return,DEMO-OPEB,net_return_m,RAIH,0.0033,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0064,monthly_return,DEMO-OPEB,net_return_m,RRM,0.002,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0065,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.0036,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0066,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0067,monthly_return,DEMO-OPEB,net_return_m,TOTAL,0.003133519356,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0068,monthly_benchmark_return,DEMO-OPEB,bench_return_m,GROWTH,-0.0009,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-GROWTH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0069,monthly_benchmark_return,DEMO-OPEB,bench_return_m,CREDIT,0.018,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-CREDIT,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0070,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RAIH,0.0028,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RAIH,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0071,monthly_benchmark_return,DEMO-OPEB,bench_return_m,RRM,-0.0034,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,benchmark grid,synthetic generator,2026-08-04,n/a,TWR,net,final,BM-RRM,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0072,monthly_benchmark_return,DEMO-OPEB,bench_return_m,TOTAL,0.001955,%,USD,1,2025-12-31,2025-12-01,2025-12-31,M,Monthly,calculated,workbook,Calc_Returns,policy-weighted benchmark,workbook formulas,2026-08-04,n/a,TWR,net,final,BM-TOTAL,policy_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0073,monthly_return,DEMO-OPEB,net_return_m,GROWTH,-0.0434,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0074,monthly_return,DEMO-OPEB,net_return_m,CREDIT,0.0104,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0075,monthly_return,DEMO-OPEB,net_return_m,RAIH,-0.014,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0076,monthly_return,DEMO-OPEB,net_return_m,RRM,0.0005,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0077,monthly_return,DEMO-OPEB,net_return_m,OVERLAY,0.002,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0078,monthly_return,DEMO-OPEB,net_return_m,OTHER,0,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,synthetic,workbook,Inputs_Portfolio,monthly returns grid,synthetic generator,2026-08-04,IBOR,TWR,net,final,,monthly_net_return,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0079,monthly_return,DEMO-OPEB,net_return_m,TOTAL,-0.02014372421,%,USD,1,2026-01-31,2026-01-01,2026-01-31,M,Monthly,calculated,workbook,Calc_Returns,TF monthly SUMPRODUCT,workbook formulas,2026-08-04,IBOR,TWR,net,final,,bop_weighted_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
